employee_id,hire_date,gender,employment_type,exit_date
E01516,2020-02-09,F,Full-time,2024-09-30
E01517,2020-05-08,F,Full-time,2025-12-31
E01518,2010-06-26,F,Full-time,
E01519,2021-07-20,F,Full-time,
E01520,2020-08-07,M,Full-time,2025-06-30
E01521,2021-03-17,F,Full-time,
E01522,2022-08-13,M,Full-time,
E01523,2017-09-18,F,Full-time,
E01524,2021-07-18,M,Full-time,2026-03-31
E01525,2016-03-24,F,Full-time,
E01526,2022-03-19,F,Full-time,
E01527,2014-10-09,M,Part-time,
E01528,2021-03-03,F,Full-time,2025-06-30
E01529,2023-03-28,M,Full-time,
E01530,2017-12-16,F,Full-time,
E01531,2020-01-14,F,Full-time,2025-07-31
E01532,2022-04-12,N,Full-time,2024-10-31
E01533,2021-10-09,F,Full-time,
E01534,2024-08-23,M,Full-time,2024-10-31
E01535,2024-05-07,F,Full-time,
E01536,2023-02-02,M,Full-time,
E01537,2018-07-13,F,Full-time,
E01538,2017-02-16,M,Full-time,
E01539,2023-03-06,F,Full-time,
E01540,2017-12-27,M,Part-time,
E01541,2021-01-02,F,Full-time,
E01542,2018-06-14,M,Part-time,
E01543,2022-10-26,F,Full-time,
E01544,2021-07-15,M,Full-time,2024-12-31
E01545,2020-02-20,F,Part-time,
E01546,2021-12-26,M,Full-time,
E01547,2016-11-13,F,Full-time,2025-02-28
E01548,2018-03-01,M,Full-time,2024-10-31
E01549,2014-12-29,M,Full-time,
E01550,2024-03-13,M,Full-time,
E01551,2022-04-06,F,Full-time,
E01552,2017-08-19,F,Full-time,
E01553,2022-08-08,F,Full-time,
E01554,2021-07-22,F,Full-time,
E01555,2017-12-18,M,Full-time,
E01556,2018-01-08,M,Full-time,
E01557,2017-04-30,M,Full-time,
E01558,2023-05-06,F,Full-time,
E01559,2023-04-21,F,Full-time,2024-10-31
E01560,2022-07-09,M,Full-time,
E01561,2024-09-12,F,Full-time,
E01562,2024-06-09,F,Full-time,
E01563,2023-09-04,M,Full-time,2025-03-31
E01564,2023-07-04,M,Full-time,
E01565,2023-12-26,F,Full-time,
E01566,2022-09-21,M,Full-time,
E01567,2013-10-10,F,Full-time,
E01568,2014-07-28,M,Full-time,2026-04-30
E01569,2021-12-24,F,Full-time,
E01570,2017-10-10,M,Full-time,
E01571,2019-08-30,M,Full-time,2025-02-28
E01572,2021-12-19,F,Full-time,
E01573,2019-12-01,F,Full-time,2025-08-31
E01574,2021-05-13,M,Full-time,
E01575,2018-05-30,M,Full-time,
E01576,2022-11-15,F,Full-time,2026-04-30
E01577,2020-10-24,N,Full-time,
E01578,2013-02-17,M,Full-time,2026-07-31
E01579,2019-04-09,F,Full-time,
E01580,2024-06-10,M,Full-time,
E01581,2022-12-11,M,Full-time,
E01582,2023-05-05,F,Full-time,
E01583,2021-01-12,M,Full-time,2024-11-30
E01584,2021-09-25,M,Full-time,2024-10-31
E01585,2023-04-29,M,Full-time,2024-12-31
E01586,2021-08-05,F,Full-time,
E01587,2021-02-26,M,Full-time,2025-09-30
E01588,2023-10-07,M,Full-time,
E01589,2017-10-03,M,Full-time,
E01590,2023-03-31,M,Full-time,
E01591,2018-06-03,F,Full-time,
E01592,2021-09-07,M,Full-time,
E01593,2022-09-05,F,Full-time,
E01594,2020-09-27,M,Full-time,
E01595,2024-02-04,F,Full-time,
E01596,2021-04-15,F,Full-time,
E01597,2019-02-09,M,Full-time,
E01598,2019-01-24,F,Full-time,
E01599,2019-06-12,M,Full-time,
E01600,2019-02-28,F,Full-time,
E01601,2021-05-04,F,Full-time,
E01602,2024-06-24,M,Full-time,2025-11-30
E01603,2023-02-27,M,Full-time,
E01604,2021-11-16,M,Full-time,
E01605,2022-06-27,F,Full-time,
E01606,2022-07-02,F,Full-time,
E01607,2024-05-11,F,Full-time,
E01608,2019-05-15,M,Full-time,2025-01-31
E01609,2024-05-25,F,Full-time,
E01610,2020-10-01,M,Full-time,
E01611,2019-04-15,M,Full-time,
E01612,2017-07-09,F,Full-time,
E01613,2023-08-24,M,Full-time,2026-08-31
E01614,2022-08-04,F,Full-time,
E01615,2024-04-07,F,Full-time,
E01616,2016-09-26,F,Full-time,
E01617,2023-08-07,M,Full-time,
E01618,2015-07-15,M,Full-time,
E01619,2020-07-26,M,Full-time,2026-05-31
E01620,2019-02-10,F,Part-time,
E01621,2013-04-03,F,Full-time,2025-08-31
E01622,2024-05-11,F,Full-time,
E01623,2019-02-20,F,Full-time,
E01624,2022-03-22,F,Full-time,
E01625,2024-02-19,M,Full-time,
E01626,2023-10-13,F,Full-time,2025-11-30
E01627,2018-01-14,F,Full-time,
E01628,2019-09-04,F,Full-time,
E01629,2021-10-30,M,Full-time,
E01630,2024-03-29,M,Full-time,
E01631,2018-01-06,F,Full-time,
E01632,2023-01-28,F,Full-time,
E01633,2019-11-17,F,Full-time,
E01634,2022-10-15,M,Full-time,
E01635,2023-03-20,M,Full-time,
E01636,2017-12-15,F,Full-time,
E01637,2021-09-18,M,Full-time,
E01638,2022-10-08,M,Full-time,2025-07-31
E01639,2022-11-18,F,Full-time,
E01640,2022-03-23,F,Full-time,
E01641,2022-07-02,F,Full-time,2024-09-30
E01642,2022-09-02,F,Full-time,
E01643,2022-05-09,M,Full-time,
E01644,2023-02-20,M,Full-time,
E01645,2023-05-17,F,Full-time,2025-03-31
E01646,2017-01-17,M,Full-time,
E01647,2023-09-18,M,Full-time,
E01648,2023-06-28,N,Full-time,
E01649,2016-01-03,M,Full-time,
E01650,2023-07-21,M,Full-time,
E01651,2024-01-04,F,Full-time,
E01652,2022-08-25,M,Full-time,
E01653,2017-07-07,M,Full-time,
E01654,2020-12-08,M,Full-time,2026-07-31
E01655,2020-04-05,M,Full-time,
E01656,2021-06-30,M,Part-time,
E01657,2017-04-01,F,Full-time,
E01658,2020-04-21,M,Full-time,
E01659,2021-01-27,F,Full-time,
E01660,2024-01-12,F,Full-time,
E01661,2024-04-07,F,Full-time,
E01662,2020-11-03,F,Full-time,
E01663,2022-08-17,M,Full-time,2026-02-28
E01664,2021-04-16,F,Full-time,
E01665,2022-10-06,F,Full-time,2025-05-31
E01666,2021-03-16,F,Full-time,
E01667,2023-01-23,M,Full-time,
E01668,2023-08-05,M,Full-time,
E01669,2023-06-01,M,Full-time,
E01670,2020-09-12,F,Full-time,
E01671,2023-02-21,F,Full-time,
E01672,2023-04-16,F,Full-time,2026-03-31
E01673,2020-11-16,F,Full-time,
E01674,2019-02-05,F,Full-time,
E01675,2020-11-12,M,Full-time,
E01676,2014-07-16,M,Full-time,2025-02-28
E01677,2022-09-19,F,Full-time,
E01678,2016-04-07,F,Full-time,
E01679,2023-05-21,M,Full-time,2024-10-31
E01680,2022-04-22,F,Full-time,2025-05-31
E01681,2023-03-20,M,Full-time,
E01682,2020-04-01,F,Full-time,
E01683,2023-08-19,M,Full-time,
E01684,2022-05-31,F,Full-time,
E01685,2021-10-21,F,Part-time,
E01686,2018-10-13,M,Full-time,
E01687,2021-10-02,M,Full-time,2025-03-31
E01688,2022-09-02,M,Part-time,
E01689,2022-07-10,F,Full-time,2025-10-31
E01690,2022-01-26,M,Full-time,
E01691,2021-06-28,F,Full-time,
E01692,2024-02-13,M,Full-time,
E01693,2019-01-11,M,Full-time,
E01694,2021-04-04,M,Full-time,
E01695,2020-03-13,M,Full-time,2024-10-31
E01696,2022-02-01,M,Full-time,
E01697,2021-01-25,M,Full-time,2026-07-31
E01698,2020-08-06,M,Full-time,
E01699,2024-05-07,M,Full-time,2025-06-30
E01700,2022-04-26,M,Full-time,
E01701,2018-03-12,M,Full-time,2024-11-30
E01702,2023-11-04,M,Part-time,
E01703,2020-08-08,F,Full-time,2026-05-31
E01704,2019-11-13,F,Full-time,2024-10-31
E01705,2023-07-04,F,Full-time,
E01706,2022-07-10,F,Full-time,2025-05-31
E01707,2010-03-10,F,Part-time,
E01708,2019-06-27,M,Full-time,
E01709,2023-03-01,M,Part-time,2026-03-31
E01710,2023-01-12,F,Full-time,2025-08-31
E01711,2024-07-16,F,Full-time,
E01712,2019-04-22,F,Full-time,
E01713,2022-02-16,N,Full-time,
E01714,2022-07-17,F,Full-time,
E01715,2021-07-13,F,Full-time,
E01716,2024-08-23,M,Full-time,2025-01-31
E01717,2021-07-28,F,Full-time,
E01718,2022-07-01,F,Full-time,
E01719,2018-02-07,F,Full-time,
E01720,2022-02-27,F,Full-time,2025-01-31
E01721,2022-04-14,M,Full-time,
E01722,2019-04-27,M,Full-time,
E01723,2021-11-17,F,Full-time,
E01724,2020-05-24,F,Full-time,2024-12-31
E01725,2023-05-05,M,Full-time,
E01726,2023-08-05,M,Full-time,2025-10-31
E01727,2021-11-15,F,Full-time,
E01728,2023-01-28,M,Full-time,
E01729,2023-05-15,M,Full-time,
E01730,2022-09-10,F,Full-time,
E01731,2018-11-02,F,Full-time,
E01732,2018-01-27,M,Part-time,2024-09-30
E01733,2018-04-29,M,Full-time,
E01734,2024-03-24,M,Full-time,
E01735,2022-10-15,M,Full-time,
E01736,2023-12-22,M,Full-time,2024-12-31
E01737,2021-03-11,M,Full-time,2025-12-31
E01738,2022-02-09,M,Full-time,
E01739,2019-07-01,F,Full-time,
E01740,2021-08-14,M,Full-time,
E01741,2022-11-10,F,Full-time,2024-12-31
E01742,2021-07-17,F,Full-time,
E01743,2023-06-08,M,Full-time,2026-08-31
E01744,2023-10-16,M,Full-time,
E01745,2021-07-08,F,Full-time,2026-08-31
E01746,2018-12-18,M,Full-time,
E01747,2021-04-03,M,Full-time,
E01748,2020-06-29,F,Full-time,
E01749,2022-01-26,M,Full-time,
E01750,2022-09-12,M,Full-time,2025-03-31
E01751,2019-04-16,F,Full-time,
E01752,2023-10-21,M,Full-time,
E01753,2022-07-26,F,Full-time,
E01754,2020-12-07,M,Full-time,
E01755,2019-03-17,M,Full-time,
E01756,2021-05-30,F,Full-time,
E01757,2022-11-29,F,Full-time,
E01758,2013-09-18,M,Full-time,2024-09-30
E01759,2017-05-27,M,Full-time,2026-02-28
E01760,2018-09-03,F,Full-time,
E01761,2024-04-14,M,Full-time,
E01762,2023-10-31,M,Full-time,
E01763,2023-08-08,F,Full-time,
E01764,2023-07-14,N,Full-time,
E01765,2022-07-21,M,Part-time,2025-08-31
E01766,2021-04-06,M,Full-time,
E01767,2018-02-16,F,Full-time,2026-08-31
E01768,2019-07-27,M,Part-time,2026-08-31
E01769,2024-04-11,M,Full-time,
E01770,2020-01-05,F,Full-time,
E01771,2016-07-19,F,Full-time,2026-03-31
E01772,2022-06-26,M,Full-time,2026-02-28
E01773,2021-10-27,F,Part-time,2024-09-30
E01774,2024-06-21,M,Full-time,
E01775,2023-09-01,M,Full-time,
E01776,2019-12-11,M,Full-time,
E01777,2021-05-25,M,Full-time,
E01778,2020-06-02,F,Part-time,2025-03-31
E01779,2023-08-12,F,Full-time,
E01780,2023-09-14,F,Full-time,
E01781,2021-05-21,F,Full-time,
E01782,2018-12-03,M,Part-time,
E01783,2014-02-09,M,Full-time,2026-08-31
E01784,2023-12-29,M,Full-time,2025-06-30
E01785,2022-12-28,F,Full-time,
E01786,2020-11-30,M,Full-time,2026-04-30
E01787,2019-04-30,M,Full-time,2025-10-31
E01788,2021-08-16,M,Full-time,2025-01-31
E01789,2017-02-27,F,Full-time,
E01790,2021-03-11,F,Full-time,
E01791,2018-06-01,F,Full-time,
E01792,2019-09-25,F,Full-time,
E01793,2023-12-07,M,Full-time,
E01794,2022-08-27,F,Full-time,2024-11-30
E01795,2023-06-10,M,Full-time,2026-01-31
E01796,2022-02-25,M,Full-time,
E01797,2021-12-20,M,Full-time,
E01798,2014-02-07,F,Full-time,
E01799,2018-06-21,F,Full-time,2025-01-31
E01800,2024-06-28,M,Full-time,
E01801,2024-03-26,F,Full-time,
E01802,2023-08-31,M,Full-time,2025-05-31
E01803,2023-06-29,M,Part-time,
E01804,2023-04-02,M,Full-time,2025-08-31
E01805,2021-09-22,M,Part-time,
E01806,2019-11-29,F,Full-time,
E01807,2018-11-22,F,Full-time,
E01808,2023-01-20,F,Full-time,
E01809,2021-10-16,M,Part-time,2025-01-31
E01810,2018-04-11,M,Full-time,
E01811,2020-08-21,M,Full-time,
E01812,2022-08-23,F,Full-time,
E01813,2020-08-27,F,Full-time,
E01814,2020-10-14,F,Full-time,
E01815,2021-03-05,F,Full-time,
E01816,2024-05-04,F,Full-time,
E01817,2018-07-21,M,Full-time,
E01818,2022-03-19,M,Full-time,
E01819,2019-07-31,M,Full-time,
E01820,2023-02-20,M,Full-time,
E01821,2024-05-22,F,Full-time,2025-07-31
E01822,2023-07-22,M,Full-time,
E01823,2021-01-11,F,Full-time,
E01824,2019-06-16,M,Full-time,
E01825,2023-03-17,M,Full-time,2025-02-28
E01826,2021-05-28,F,Full-time,
E01827,2017-09-30,M,Full-time,
E01828,2019-11-12,F,Full-time,
E01829,2018-08-12,F,Full-time,2025-10-31
E01830,2023-02-10,M,Full-time,2025-11-30
E01831,2022-09-12,F,Full-time,
E01832,2022-02-19,F,Full-time,
E01833,2021-05-23,N,Full-time,
E01834,2019-12-29,F,Full-time,
E01835,2022-07-18,M,Full-time,
E01836,2019-09-21,M,Full-time,
E01837,2023-03-14,F,Full-time,2026-07-31
E01838,2017-12-05,M,Full-time,
E01839,2021-06-19,F,Full-time,
E01840,2022-03-31,M,Full-time,
E01841,2023-05-14,M,Full-time,
E01842,2019-03-05,M,Full-time,
E01843,2021-12-25,M,Full-time,2025-10-31
E01844,2023-02-09,M,Part-time,
E01845,2023-07-04,M,Full-time,
E01846,2019-11-12,M,Full-time,
E01847,2024-02-03,F,Full-time,
E01848,2020-11-25,M,Full-time,
E01849,2022-02-19,M,Full-time,
E01850,2020-02-27,M,Part-time,
E01851,2010-05-13,F,Full-time,
E01852,2023-07-30,F,Full-time,
E01853,2023-08-27,M,Full-time,2025-04-30
E01854,2014-08-02,M,Full-time,2024-09-30
E01855,2022-10-06,M,Full-time,
E01856,2019-05-25,M,Full-time,
E01857,2018-06-29,F,Full-time,
E01858,2016-11-20,M,Full-time,
E01859,2019-05-04,F,Full-time,
E01860,2019-02-18,F,Full-time,
E01861,2021-08-17,M,Full-time,
E01862,2023-05-03,F,Full-time,
E01863,2022-05-06,F,Full-time,
E01864,2018-12-22,F,Full-time,2026-07-31
E01865,2019-09-08,F,Full-time,
E01866,2022-05-17,M,Part-time,
E01867,2023-08-10,M,Full-time,2025-07-31
E01868,2021-12-10,M,Full-time,2025-08-31
E01869,2021-02-22,M,Full-time,
E01870,2024-04-12,M,Full-time,
E01871,2023-02-20,M,Full-time,
E01872,2022-02-28,F,Full-time,
E01873,2024-04-19,F,Full-time,
E01874,2023-06-04,F,Full-time,2025-07-31
E01875,2020-12-22,F,Full-time,
E01876,2013-02-05,F,Full-time,
E01877,2020-09-04,M,Full-time,
E01878,2021-11-15,F,Full-time,
E01879,2023-03-21,F,Full-time,
E01880,2022-07-05,F,Full-time,2025-04-30
E01881,2019-12-04,M,Full-time,2024-09-30
E01882,2022-04-21,M,Full-time,
E01883,2022-09-20,F,Full-time,
E01884,2022-05-21,M,Full-time,
E01885,2018-10-04,F,Full-time,
E01886,2023-08-19,F,Full-time,
E01887,2023-08-30,M,Full-time,2026-07-31
E01888,2023-12-09,F,Full-time,
E01889,2019-07-28,M,Full-time,
E01890,2015-02-17,M,Full-time,
E01891,2021-07-06,F,Full-time,
E01892,2020-05-19,M,Full-time,
E01893,2024-02-13,F,Full-time,
E01894,2018-09-24,M,Full-time,2025-03-31
E01895,2023-05-15,M,Full-time,2026-04-30
E01896,2019-09-27,M,Full-time,
E01897,2023-06-24,F,Full-time,
E01898,2024-04-10,F,Full-time,2025-02-28
E01899,2021-05-14,F,Full-time,2025-08-31
E01900,2019-08-30,F,Full-time,
E01901,2024-03-03,N,Full-time,2025-01-31
E01902,2021-06-29,F,Full-time,
E01903,2016-11-12,F,Full-time,2026-05-31
E01904,2022-11-17,N,Full-time,
E01905,2021-01-31,M,Full-time,2025-06-30
E01906,2020-08-28,M,Full-time,
E01907,2023-01-04,M,Full-time,
E01908,2016-02-25,M,Full-time,
E01909,2020-04-26,F,Full-time,2025-03-31
E01910,2022-10-28,M,Part-time,
E01911,2023-06-14,F,Full-time,2025-06-30
E01912,2022-04-03,M,Full-time,2025-02-28
E01913,2023-02-02,M,Full-time,
E01914,2022-07-25,M,Full-time,
E01915,2018-01-29,M,Full-time,2026-07-31
E01916,2021-03-02,F,Full-time,
E01917,2021-05-05,M,Full-time,2025-01-31
E01918,2016-08-11,F,Part-time,
E01919,2018-12-27,F,Full-time,
E01920,2020-12-23,M,Part-time,2025-02-28
E01921,2016-03-29,F,Full-time,
E01922,2022-03-13,F,Full-time,
E01923,2015-01-03,F,Full-time,2026-04-30
E01924,2022-04-27,M,Full-time,
E01925,2019-12-20,F,Full-time,
E01926,2021-09-02,M,Full-time,
E01927,2022-03-29,M,Full-time,
E01928,2023-08-16,M,Full-time,2026-02-28
E01929,2023-12-26,F,Full-time,
E01930,2022-01-25,F,Full-time,2024-09-30
E01931,2022-11-21,N,Full-time,
E01932,2021-07-29,F,Full-time,2025-05-31
E01933,2022-08-16,F,Full-time,
E01934,2023-10-12,M,Full-time,
E01935,2021-10-03,M,Full-time,
E01936,2023-02-09,M,Full-time,
E01937,2023-11-06,F,Full-time,
E01938,2022-11-18,M,Full-time,2026-03-31
E01939,2018-02-13,M,Full-time,2025-08-31
E01940,2023-07-11,M,Full-time,
E01941,2024-01-28,F,Full-time,
E01942,2021-04-18,M,Full-time,2026-03-31
E01943,2023-08-07,M,Full-time,
E01944,2017-10-11,M,Full-time,
E01945,2024-06-27,M,Full-time,
E01946,2023-11-23,M,Full-time,
E01947,2023-10-03,F,Full-time,2025-01-31
E01948,2021-09-07,M,Full-time,2026-01-31
E01949,2021-02-03,M,Full-time,2024-12-31
E01950,2020-11-23,M,Full-time,
E01951,2021-08-20,F,Full-time,
E01952,2017-04-05,F,Full-time,2025-11-30
E01953,2023-04-29,F,Full-time,
E01954,2022-06-29,F,Full-time,
E01955,2022-03-09,F,Full-time,2025-09-30
E01956,2022-10-16,F,Full-time,2026-07-31
E01957,2023-11-26,F,Full-time,
E01958,2023-06-14,F,Full-time,2024-11-30
E01959,2023-10-25,F,Full-time,2025-07-31
E01960,2024-04-12,F,Full-time,
E01961,2020-10-11,M,Full-time,
E01962,2022-01-05,M,Full-time,
E01963,2024-03-27,M,Full-time,
E01964,2022-04-07,F,Full-time,2025-11-30
E01965,2023-08-29,F,Part-time,
E01966,2017-09-02,F,Full-time,2025-05-31
E01967,2021-07-19,F,Full-time,2025-05-31
E01968,2021-11-05,F,Full-time,
E01969,2020-05-02,M,Full-time,
E01970,2020-12-19,M,Full-time,
E01971,2019-12-20,M,Part-time,2025-11-30
E01972,2020-12-02,M,Full-time,
E01973,2018-11-28,M,Full-time,
E01974,2013-02-03,M,Full-time,
E01975,2020-12-21,M,Full-time,
E01976,2019-01-05,M,Full-time,2025-04-30
E01977,2017-12-15,M,Full-time,
E01978,2022-12-10,M,Full-time,2025-07-31
E01979,2019-04-09,F,Full-time,
E01980,2009-05-19,M,Full-time,2025-07-31
E01981,2024-04-26,M,Full-time,
E01982,2017-03-24,M,Full-time,
E01983,2017-04-25,F,Full-time,
E01984,2022-02-03,M,Full-time,
E01985,2019-11-02,F,Full-time,2025-10-31
E01986,2021-11-29,M,Full-time,
E01987,2020-02-27,F,Full-time,2025-01-31
E01988,2024-07-22,F,Full-time,
E01989,2018-11-16,F,Full-time,2026-03-31
E01990,2021-09-10,F,Full-time,
E01991,2019-09-09,M,Full-time,
E01992,2022-01-03,F,Full-time,2024-10-31
E01993,2019-12-13,M,Full-time,
E01994,2021-11-27,M,Full-time,
E01995,2020-09-20,M,Full-time,
E01996,2023-07-16,F,Full-time,2024-09-30
E01997,2019-10-04,F,Full-time,2024-09-30
E01998,2020-12-15,F,Part-time,
E01999,2016-12-24,M,Full-time,
E02000,2017-08-05,M,Full-time,2025-02-28
E02001,2021-06-21,F,Full-time,
E02002,2024-01-01,M,Full-time,2026-02-28
E02003,2020-09-20,F,Full-time,2024-11-30
E02004,2022-06-10,M,Full-time,
E02005,2021-02-14,F,Part-time,
E02006,2015-05-07,M,Part-time,
E02007,2022-11-12,F,Full-time,
E02008,2022-12-01,F,Full-time,
E02009,2023-10-06,M,Full-time,
E02010,2019-03-23,M,Full-time,
E02011,2015-06-01,M,Full-time,2025-02-28
E02012,2015-02-26,F,Full-time,
E02013,2021-10-29,F,Full-time,
E02014,2019-05-14,M,Full-time,2025-04-30
E02015,2020-03-29,M,Full-time,2025-01-31
E02016,2022-02-23,M,Full-time,
E02017,2015-12-24,M,Full-time,2026-02-28
E02018,2020-10-09,F,Full-time,
E02019,2020-04-10,M,Full-time,
E02020,2023-05-11,M,Full-time,
E02021,2021-03-25,M,Full-time,
E02022,2018-06-25,M,Full-time,
E02023,2023-01-21,F,Full-time,
E02024,2024-03-25,M,Full-time,
E02025,2023-06-08,F,Full-time,2024-12-31
E02026,2024-01-21,F,Full-time,
E02027,2024-02-02,M,Full-time,
E02028,2021-02-26,M,Full-time,2026-01-31
E02029,2023-03-12,F,Full-time,2025-09-30
E02030,2023-05-28,M,Full-time,
E02031,2022-04-23,N,Full-time,
E02032,2018-04-09,F,Part-time,
E02033,2022-06-21,M,Full-time,2025-05-31
E02034,2018-04-26,M,Full-time,2024-12-31
E02035,2016-11-21,M,Full-time,2026-05-31
E02036,2022-08-17,M,Full-time,
E02037,2018-04-19,M,Full-time,
E02038,2015-01-25,F,Full-time,
E02039,2022-05-06,F,Full-time,
E02040,2022-11-26,M,Full-time,2024-11-30
E02041,2018-08-19,F,Full-time,
E02042,2021-01-12,M,Full-time,
E02043,2024-04-08,F,Full-time,
E02044,2023-03-20,F,Full-time,
E02045,2020-05-09,F,Full-time,
E02046,2021-08-05,F,Full-time,2026-02-28
E02047,2024-05-06,M,Full-time,2025-03-31
E02048,2023-05-25,M,Full-time,2025-07-31
E02049,2022-07-15,F,Full-time,
E02050,2022-04-24,F,Full-time,
E02051,2013-12-20,F,Part-time,
E02052,2023-01-27,M,Full-time,
E02053,2022-03-01,F,Full-time,
E02054,2021-01-24,M,Full-time,
E02055,2023-04-03,F,Full-time,2026-04-30
E02056,2022-03-26,F,Full-time,2025-08-31
E02057,2023-02-04,M,Full-time,
E02058,2024-06-24,F,Full-time,
E02059,2017-07-07,M,Full-time,
E02060,2022-04-27,M,Full-time,
E02061,2020-12-24,M,Full-time,2025-10-31
E02062,2022-12-25,M,Full-time,
E02063,2020-08-05,M,Full-time,
E02064,2021-01-12,M,Full-time,
E02065,2022-03-10,F,Full-time,
E02066,2018-10-30,M,Full-time,
E02067,2020-04-29,M,Full-time,
E02068,2019-11-05,F,Full-time,
E02069,2020-12-03,F,Full-time,2026-01-31
E02070,2015-07-31,M,Full-time,
E02071,2021-10-03,N,Full-time,
E02072,2024-05-16,F,Full-time,
E02073,2023-10-27,M,Full-time,2025-07-31
E02074,2016-10-28,F,Part-time,
E02075,2016-01-03,M,Full-time,
E02076,2021-04-30,F,Full-time,2026-03-31
E02077,2022-10-12,F,Full-time,
E02078,2019-04-15,M,Full-time,
E02079,2021-09-18,F,Part-time,
E02080,2023-05-30,M,Full-time,2025-01-31
E02081,2021-07-06,M,Full-time,
E02082,2021-03-18,F,Full-time,
E02083,2014-09-11,F,Full-time,
E02084,2019-03-25,F,Full-time,
E02085,2015-09-04,M,Full-time,
E02086,2017-10-03,M,Full-time,
E02087,2022-07-25,M,Full-time,2024-10-31
E02088,2022-06-04,M,Full-time,2025-11-30
E02089,2022-09-29,M,Full-time,
E02090,2020-05-05,M,Full-time,
E02091,2014-08-31,F,Full-time,
E02092,2023-10-07,F,Full-time,
E02093,2020-02-15,F,Full-time,
E02094,2024-01-22,M,Full-time,2025-02-28
E02095,2022-07-26,F,Full-time,
E02096,2019-07-25,F,Full-time,
E02097,2020-03-10,M,Full-time,
E02098,2022-07-04,M,Full-time,
E02099,2020-09-10,F,Full-time,2025-12-31
E02100,2022-02-15,M,Full-time,
E02101,2018-05-04,M,Full-time,
E02102,2023-06-11,M,Full-time,
E02103,2021-04-04,F,Full-time,
E02104,2019-01-14,M,Full-time,
E02105,2021-10-24,F,Full-time,2025-03-31
E02106,2024-02-16,M,Full-time,2025-07-31
E02107,2019-12-02,F,Part-time,
E02108,2016-03-05,N,Full-time,
E02109,2024-07-12,M,Full-time,
E02110,2014-11-21,M,Full-time,
E02111,2017-07-20,F,Full-time,2025-12-31
E02112,2020-03-12,M,Full-time,
E02113,2021-05-30,M,Full-time,
E02114,2022-02-01,F,Full-time,
E02115,2020-03-13,M,Full-time,
E02116,2017-12-01,F,Full-time,2025-05-31
E02117,2017-11-30,M,Full-time,
E02118,2022-03-27,M,Full-time,
E02119,2017-10-13,M,Full-time,
E02120,2023-04-19,M,Full-time,
E02121,2018-07-29,M,Full-time,
E02122,2022-02-18,M,Full-time,
E02123,2019-12-18,F,Full-time,2026-01-31
E02124,2017-04-18,M,Full-time,2025-01-31
E02125,2022-04-10,M,Full-time,2025-10-31
E02126,2014-02-17,F,Full-time,
E02127,2024-08-25,M,Full-time,
E02128,2023-11-27,M,Full-time,2025-08-31
E02129,2014-08-15,M,Full-time,
E02130,2020-11-02,F,Full-time,
E02131,2018-09-09,F,Full-time,
E02132,2023-03-26,M,Full-time,
E02133,2022-07-01,M,Part-time,
E02134,2023-06-01,F,Full-time,
E02135,2021-09-01,M,Full-time,
E02136,2024-07-27,M,Full-time,2025-01-31
E02137,2021-09-19,M,Full-time,
E02138,2023-01-10,F,Full-time,
E02139,2024-04-02,N,Full-time,
E02140,2023-05-27,F,Full-time,
E02141,2022-04-10,F,Full-time,
E02142,2019-05-18,F,Full-time,
E02143,2018-10-27,M,Full-time,
E02144,2024-08-10,F,Full-time,2026-04-30
E02145,2019-06-04,M,Full-time,
E02146,2017-09-01,M,Full-time,2025-03-31
E02147,2020-06-20,F,Part-time,2025-10-31
E02148,2024-03-24,M,Full-time,
E02149,2023-11-06,M,Full-time,
E02150,2021-01-03,F,Full-time,2024-11-30
E02151,2022-11-13,F,Full-time,2026-08-31
E02152,2021-06-03,F,Full-time,
E02153,2021-11-20,F,Full-time,2026-06-30
E02154,2017-07-26,M,Full-time,
E02155,2015-03-28,F,Full-time,2025-09-30
E02156,2020-07-07,F,Full-time,
E02157,2017-11-28,F,Full-time,
E02158,2024-02-05,M,Full-time,
E02159,2024-03-26,M,Full-time,
E02160,2021-09-08,F,Full-time,
E02161,2020-02-27,M,Full-time,
E02162,2024-01-05,F,Part-time,2025-05-31
E02163,2021-09-05,F,Full-time,
E02164,2020-01-25,N,Full-time,
E02165,2022-07-27,M,Full-time,
E02166,2021-07-07,M,Full-time,
E02167,2018-02-07,M,Full-time,
E02168,2023-11-18,F,Full-time,2025-06-30
E02169,2024-05-21,F,Full-time,
E02170,2023-11-10,F,Full-time,
E02171,2011-09-04,M,Full-time,
E02172,2020-11-22,F,Full-time,
E02173,2021-11-29,M,Full-time,2026-04-30
E02174,2020-11-17,M,Full-time,
E02175,2022-11-04,M,Full-time,
E02176,2020-08-29,M,Full-time,
E02177,2018-02-02,M,Full-time,2026-04-30
E02178,2022-11-17,M,Full-time,
E02179,2024-02-03,F,Full-time,
E02180,2017-03-04,M,Full-time,
E02181,2023-06-24,M,Full-time,2026-02-28
E02182,2024-04-02,M,Full-time,2025-11-30
E02183,2019-06-30,M,Part-time,2025-01-31
E02184,2022-09-03,F,Full-time,
E02185,2023-03-18,F,Full-time,
E02186,2024-04-05,M,Full-time,
E02187,2022-10-07,M,Full-time,2025-05-31
E02188,2020-01-24,M,Full-time,
E02189,2022-04-28,M,Full-time,2025-03-31
E02190,2023-10-20,M,Full-time,
