event_date,employee_id,event_type,event_reason,salary_local_before,salary_local_after,currency_code
2025-04-30,E00629,Merit Increase,Annual Cycle,121703.33040694235,127132.27601867064,USD
2025-04-30,E00630,Merit Increase,Annual Cycle,109494.62445124624,113511.32962353282,SGD
2025-04-30,E00631,Merit Increase,Annual Cycle,158342.37302857012,164220.97528437388,EUR
2025-04-30,E00632,Merit Increase,Annual Cycle,209390.226625038,220752.93292780197,SGD
2025-04-30,E00633,Merit Increase,Annual Cycle,595560.9132786081,628956.6294943288,MXN
2025-04-30,E00634,Merit Increase,Annual Cycle,98420.55783878762,103404.69550795245,USD
2025-04-30,E00635,Merit Increase,Annual Cycle,830149.654616451,857203.4159141289,MXN
2025-04-30,E00636,Merit Increase,Annual Cycle,235895.2767146054,249394.5728912489,BRL
2025-04-30,E00637,Merit Increase,Annual Cycle,199094.48960330852,208293.7497480342,BRL
2025-04-30,E00638,Merit Increase,Annual Cycle,1065937.639083638,1118572.7895573238,MXN
2025-04-30,E00639,Merit Increase,Annual Cycle,61400.798018249305,64881.92896862242,USD
2025-04-30,E00640,Merit Increase,Annual Cycle,393285.713558581,409309.26555661333,BRL
2025-04-30,E00641,Merit Increase,Annual Cycle,131107781.27877527,136129060.5988968,COP
2025-04-30,E00642,Merit Increase,Annual Cycle,56820.50425767938,59813.079817185295,EUR
2025-04-30,E00643,Merit Increase,Annual Cycle,125565.56073816364,132095.58255962282,USD
2025-04-30,E00644,Merit Increase,Annual Cycle,117563.94332010207,121828.68012609164,SGD
2025-04-30,E00645,Merit Increase,Annual Cycle,217101374.9625085,229162425.05148208,COP
2025-04-30,E00646,Merit Increase,Annual Cycle,86339.91502620076,91292.91874902154,USD
2025-04-30,E00647,Merit Increase,Annual Cycle,474551.76687145943,500265.4768549732,BRL
2025-04-30,E00649,Merit Increase,Annual Cycle,115872.14081083411,120269.96706472433,USD
2025-04-30,E00650,Merit Increase,Annual Cycle,79082.39156921032,82650.48134706698,GBP
2025-04-30,E00652,Merit Increase,Annual Cycle,145138.88385413555,151492.13633045432,USD
2025-04-30,E00653,Merit Increase,Annual Cycle,75024.56963494794,79031.73916966144,USD
2025-04-30,E00654,Merit Increase,Annual Cycle,82704614.6300538,86590881.08043204,COP
2025-04-30,E00655,Merit Increase,Annual Cycle,131521269.37789178,138311800.72163084,COP
2025-04-30,E00656,Merit Increase,Annual Cycle,224902.38773622602,238768.84650316904,USD
2025-04-30,E00657,Merit Increase,Annual Cycle,95628.24098294477,99956.26943064874,SGD
2025-04-30,E00660,Merit Increase,Annual Cycle,135333.37090387623,139522.17220712925,USD
2025-04-30,E00661,Merit Increase,Annual Cycle,463822792.102751,484323896.1977244,COP
2025-04-30,E00662,Merit Increase,Annual Cycle,204854979.15464127,212246200.5679342,COP
2025-04-30,E00663,Merit Increase,Annual Cycle,110082.68613642696,113677.38985136575,USD
2025-04-30,E00664,Merit Increase,Annual Cycle,223392.03989094426,230107.2814989981,BRL
2025-04-30,E00665,Merit Increase,Annual Cycle,126393680.82988487,132135564.58015406,COP
2025-04-30,E00666,Merit Increase,Annual Cycle,185140741.46094608,195275532.1528826,COP
2025-04-30,E00668,Merit Increase,Annual Cycle,99165.87377496737,105053.47771337394,USD
2025-04-30,E00669,Merit Increase,Annual Cycle,106179.15744739084,109720.30688292811,GBP
2025-04-30,E00670,Merit Increase,Annual Cycle,111637.08217098462,116419.05712298353,SGD
2025-04-30,E00671,Merit Increase,Annual Cycle,108840808.82557772,114627350.6945233,COP
2025-04-30,E00672,Merit Increase,Annual Cycle,220557.10641735673,230245.54781641345,SGD
2025-04-30,E00674,Merit Increase,Annual Cycle,68036.88842790935,71889.68293816557,USD
2025-04-30,E00675,Merit Increase,Annual Cycle,54299.695172469335,57192.79598934615,EUR
2025-04-30,E00677,Merit Increase,Annual Cycle,192575658.13325775,200684006.3913993,COP
2025-04-30,E00678,Merit Increase,Annual Cycle,62796.963347818724,65460.67215016501,GBP
2025-04-30,E00679,Merit Increase,Annual Cycle,48591.932375479846,50293.39835315316,USD
2025-04-30,E00680,Merit Increase,Annual Cycle,1405815.7055188343,1483478.2945966371,MXN
2025-04-30,E00681,Merit Increase,Annual Cycle,217544038.63899663,229825780.99362507,COP
2025-04-30,E00682,Merit Increase,Annual Cycle,129985.6884616484,136027.96277787074,GBP
2025-04-30,E00683,Merit Increase,Annual Cycle,137366.03672440953,144928.84661206065,USD
2025-04-30,E00684,Merit Increase,Annual Cycle,110296.64995650334,114048.16845166463,USD
2025-04-30,E00686,Merit Increase,Annual Cycle,166995.87147969255,176345.56628063176,USD
2025-04-30,E00687,Merit Increase,Annual Cycle,94864.04058637215,97773.587917553,GBP
2025-04-30,E00688,Merit Increase,Annual Cycle,118252.81829523951,125306.70561867184,EUR
2025-04-30,E00689,Merit Increase,Annual Cycle,109843950.80128984,115985028.39697668,COP
2025-04-30,E00690,Merit Increase,Annual Cycle,106768.42164184022,110829.3765797493,USD
2025-04-30,E00692,Merit Increase,Annual Cycle,1615715.453340001,1699038.8497818424,MXN
2025-04-30,E00693,Merit Increase,Annual Cycle,1442098.2903866663,1493357.0939370266,MXN
2025-04-30,E00694,Merit Increase,Annual Cycle,156150703.5770843,164296354.20246464,COP
2025-04-30,E00696,Merit Increase,Annual Cycle,91825.39635353518,96208.18848532723,USD
2025-04-30,E00697,Merit Increase,Annual Cycle,68936.81097621826,72822.32312102058,EUR
2025-04-30,E00698,Merit Increase,Annual Cycle,96221.528220785,100187.31146136216,SGD
2025-04-30,E00699,Merit Increase,Annual Cycle,172789.82543414208,180523.0014033906,USD
2025-04-30,E00700,Merit Increase,Annual Cycle,99991.96876619404,105469.74425432543,SGD
2025-04-30,E00701,Merit Increase,Annual Cycle,58326.49801015267,60253.37459253634,SGD
2025-04-30,E00703,Merit Increase,Annual Cycle,125798880.55161637,133479512.04627694,COP
2025-04-30,E00704,Merit Increase,Annual Cycle,158197.39030452602,166133.7469177636,USD
2025-04-30,E00705,Merit Increase,Annual Cycle,132523055.13175732,138687724.71879447,COP
2025-04-30,E00706,Merit Increase,Annual Cycle,152191.4503205495,159309.71793514444,USD
2025-04-30,E00707,Merit Increase,Annual Cycle,109734053.28132689,114820643.7392781,COP
2025-04-30,E00708,Merit Increase,Annual Cycle,87761.73576184394,90500.38102861201,USD
2025-04-30,E00709,Merit Increase,Annual Cycle,93807.05651384976,98984.19872409376,SGD
2025-04-30,E00710,Merit Increase,Annual Cycle,91067.29901296658,95981.22869564677,USD
2025-04-30,E00711,Merit Increase,Annual Cycle,69765.613881272,72845.33091382502,GBP
2025-04-30,E00712,Merit Increase,Annual Cycle,113823.86973755875,119849.76849174453,USD
2025-04-30,E00714,Merit Increase,Annual Cycle,805810.2631390118,836307.1990476757,MXN
2025-04-30,E00715,Merit Increase,Annual Cycle,175869.20682775084,183295.54026231146,USD
2025-04-30,E00717,Merit Increase,Annual Cycle,103420751.60495605,109062786.15769228,COP
2025-04-30,E00718,Merit Increase,Annual Cycle,1460164.3174166805,1547532.9422868525,MXN
2025-04-30,E00719,Merit Increase,Annual Cycle,129486.29957238735,135696.80683018977,GBP
2025-04-30,E00720,Merit Increase,Annual Cycle,119652.75352043429,123527.26124493164,GBP
2025-04-30,E00721,Merit Increase,Annual Cycle,148647.01117586784,154823.90764673933,SGD
2025-04-30,E00722,Merit Increase,Annual Cycle,147369.02225555695,153531.43985643898,USD
2025-04-30,E00723,Merit Increase,Annual Cycle,95818.64527419899,99223.44262695515,GBP
2025-04-30,E00724,Merit Increase,Annual Cycle,301050.7786972976,313015.0798302815,USD
2025-04-30,E00725,Merit Increase,Annual Cycle,82184434.5055382,87185202.8931328,COP
2025-04-30,E00726,Merit Increase,Annual Cycle,96865.35230654194,100364.78667114847,USD
2025-04-30,E00727,Merit Increase,Annual Cycle,945921.2930460776,996497.2190955306,MXN
2025-04-30,E00728,Merit Increase,Annual Cycle,1526174.4920729045,1576520.6265931393,MXN
2025-04-30,E00729,Merit Increase,Annual Cycle,138507.84091796778,146910.81765923725,GBP
2025-04-30,E00730,Merit Increase,Annual Cycle,69266.5485817493,72920.00403019652,GBP
2025-04-30,E00731,Merit Increase,Annual Cycle,159375.19261418394,167592.97975780445,GBP
2025-04-30,E00732,Merit Increase,Annual Cycle,65882.21220391222,69269.87157877324,GBP
2025-04-30,E00733,Merit Increase,Annual Cycle,190538.6047321718,196516.73481098982,BRL
2025-04-30,E00734,Merit Increase,Annual Cycle,126151.86504740558,132634.53988960595,USD
2025-04-30,E00735,Merit Increase,Annual Cycle,186142.62777072185,192089.85956739183,USD
2025-04-30,E00737,Merit Increase,Annual Cycle,66484.3361757343,69519.97581308393,GBP
2025-04-30,E00738,Merit Increase,Annual Cycle,81674.0543938167,85058.56812197114,USD
2025-04-30,E00739,Merit Increase,Annual Cycle,151339.3613485832,160179.7538930863,USD
2025-04-30,E00741,Merit Increase,Annual Cycle,79841928.06712918,83989448.86571698,COP
2025-04-30,E00742,Merit Increase,Annual Cycle,155160.33317386382,162754.1568883595,USD
2025-04-30,E00743,Merit Increase,Annual Cycle,131439.53052895435,137290.00892655223,USD
2025-04-30,E00744,Merit Increase,Annual Cycle,130000908.98402256,134692964.58112928,COP
2025-04-30,E00745,Merit Increase,Annual Cycle,191850.09184095683,201022.12958072385,GBP
2025-04-30,E00747,Merit Increase,Annual Cycle,85788.0593917469,90588.19604682423,USD
2025-04-30,E00748,Merit Increase,Annual Cycle,55943.95454902846,57988.36007746978,GBP
2025-04-30,E00749,Merit Increase,Annual Cycle,51694.54099785695,53984.00895921376,EUR
2025-04-30,E00750,Merit Increase,Annual Cycle,180943.68266295662,190779.04400320144,SGD
2025-04-30,E00751,Merit Increase,Annual Cycle,1437452.6775035113,1522348.3149133367,MXN
2025-04-30,E00752,Merit Increase,Annual Cycle,73763.15277112511,77958.9157089242,EUR
2025-04-30,E00753,Merit Increase,Annual Cycle,1161226.067970458,1198580.5004304438,MXN
2025-04-30,E00755,Merit Increase,Annual Cycle,142717.58611050222,148592.80152609682,GBP
2025-04-30,E00756,Merit Increase,Annual Cycle,73962.40332239978,77398.92002747311,EUR
2025-04-30,E00757,Merit Increase,Annual Cycle,103300.91087526838,108134.70057983091,EUR
2025-04-30,E00758,Merit Increase,Annual Cycle,266918.6042094817,277115.7833298494,BRL
2025-04-30,E00759,Merit Increase,Annual Cycle,209746398.35145515,216249971.98792005,COP
2025-04-30,E00760,Merit Increase,Annual Cycle,166626.57833233647,172291.91397720567,USD
2025-04-30,E00761,Merit Increase,Annual Cycle,137367.84191323505,143126.04750784003,USD
2025-04-30,E00762,Merit Increase,Annual Cycle,125966620.62246628,133413585.20142965,COP
2025-04-30,E00763,Merit Increase,Annual Cycle,76134.36610148521,80680.76023162689,USD
2025-04-30,E00764,Merit Increase,Annual Cycle,155220314.3364695,162091453.39045233,COP
2025-04-30,E00765,Merit Increase,Annual Cycle,261449.5219159383,271764.7046435891,SGD
2025-04-30,E00766,Merit Increase,Annual Cycle,56991.14311172038,60161.66458705114,USD
2025-04-30,E00767,Merit Increase,Annual Cycle,234499.79642972944,248047.2029177192,USD
2025-04-30,E00768,Merit Increase,Annual Cycle,266793.7422899108,281109.94155103416,BRL
2025-04-30,E00769,Merit Increase,Annual Cycle,84336.64970580337,87849.24479382817,USD
2025-04-30,E00770,Merit Increase,Annual Cycle,128583.971815712,132865.76958831085,USD
2025-04-30,E00772,Merit Increase,Annual Cycle,241327.5958436637,248608.81521224856,EUR
2025-04-30,E00773,Merit Increase,Annual Cycle,212319347.57922226,219898923.1530627,COP
2025-04-30,E00774,Merit Increase,Annual Cycle,128618743.0176905,134747195.2050923,COP
2025-04-30,E00775,Merit Increase,Annual Cycle,110480.78397859853,113900.68650315731,USD
2025-04-30,E00776,Merit Increase,Annual Cycle,115093058.7039134,120461821.61150762,COP
2025-04-30,E00777,Merit Increase,Annual Cycle,212828.6698522211,223168.72889393626,BRL
2025-04-30,E00778,Merit Increase,Annual Cycle,733628.7305040191,761888.4507417287,MXN
2025-04-30,E00779,Merit Increase,Annual Cycle,369160.9362906134,384265.71900799,BRL
2025-04-30,E00780,Merit Increase,Annual Cycle,68794.58893654405,73025.20237460933,EUR
2025-04-30,E00781,Merit Increase,Annual Cycle,96000.93349781753,99255.93901926544,EUR
2025-04-30,E00782,Merit Increase,Annual Cycle,88402.06632331476,91450.1682183802,GBP
2025-04-30,E00783,Merit Increase,Annual Cycle,59744.39641439267,62634.366624652364,USD
2025-04-30,E00784,Merit Increase,Annual Cycle,126522.03431298805,131736.55874140983,SGD
2025-04-30,E00785,Merit Increase,Annual Cycle,172097478.16559318,179832121.01335874,COP
2025-04-30,E00786,Merit Increase,Annual Cycle,108142751.04215157,111658419.97407416,COP
2025-04-30,E00788,Merit Increase,Annual Cycle,869892.6807907182,897643.9826308211,MXN
2025-04-30,E00789,Merit Increase,Annual Cycle,190958012.90836477,198309704.2117552,COP
2025-04-30,E00790,Merit Increase,Annual Cycle,291529466.4080844,305511698.1747599,COP
2025-04-30,E00791,Merit Increase,Annual Cycle,74030.8521996559,78424.53185248951,GBP
2025-04-30,E00792,Merit Increase,Annual Cycle,53812.71188853816,56355.69558362158,GBP
2025-04-30,E00793,Merit Increase,Annual Cycle,258521.21669661943,269251.75669396087,USD
2025-04-30,E00794,Merit Increase,Annual Cycle,61921.38484701111,65376.73150175862,USD
2025-04-30,E00795,Merit Increase,Annual Cycle,94292.5483018536,99554.41817613736,GBP
2025-04-30,E00796,Merit Increase,Annual Cycle,112067.64460038414,117802.75314964102,USD
2025-04-30,E00797,Merit Increase,Annual Cycle,289618989.69729865,301703691.5425492,COP
2025-04-30,E00798,Merit Increase,Annual Cycle,113589849.1169973,117158898.88198896,COP
2025-04-30,E00799,Merit Increase,Annual Cycle,84639.77295851297,88833.67822947631,SGD
2025-04-30,E00800,Merit Increase,Annual Cycle,91455.0209362669,95408.87752481952,SGD
2025-04-30,E00801,Merit Increase,Annual Cycle,133164.24255881298,140845.58969977143,USD
2025-04-30,E00802,Merit Increase,Annual Cycle,130427.87454536148,137712.22683169408,EUR
2025-04-30,E00803,Merit Increase,Annual Cycle,47159.25470261748,48860.36632578263,GBP
2025-04-30,E00804,Merit Increase,Annual Cycle,99480.64692084068,103398.99207738128,GBP
2025-04-30,E00805,Merit Increase,Annual Cycle,293514.38945641625,303138.7014886143,USD
2025-04-30,E00806,Merit Increase,Annual Cycle,140944.95517962467,148140.99290476023,USD
2025-04-30,E00807,Merit Increase,Annual Cycle,134891.06909693213,140044.83171828618,GBP
2025-04-30,E00808,Merit Increase,Annual Cycle,139569.48644134458,146031.24440219873,USD
2025-04-30,E00809,Merit Increase,Annual Cycle,93458.12776373538,96684.03212447336,GBP
2025-04-30,E00810,Merit Increase,Annual Cycle,121626.36306834206,127996.68237558394,SGD
2025-04-30,E00811,Merit Increase,Annual Cycle,115034.16300200761,120391.95614424642,BRL
2025-04-30,E00812,Merit Increase,Annual Cycle,73064.48697851306,76389.71179439641,USD
2025-04-30,E00813,Merit Increase,Annual Cycle,370963.1349978275,383194.36427606473,BRL
2025-04-30,E00814,Merit Increase,Annual Cycle,120666.07230265246,126108.67357759156,SGD
2025-04-30,E00815,Merit Increase,Annual Cycle,248250.59097405913,256277.28622020932,USD
2025-04-30,E00816,Merit Increase,Annual Cycle,304691.0826787088,320426.9909909298,BRL
2025-04-30,E00818,Merit Increase,Annual Cycle,150577.66053315313,156233.17911296908,USD
2025-04-30,E00819,Merit Increase,Annual Cycle,110321.32076802176,116413.26144749853,USD
2025-04-30,E00820,Merit Increase,Annual Cycle,357164.5111039041,377092.7115135877,BRL
2025-04-30,E00821,Merit Increase,Annual Cycle,156473.52234350788,162872.3359818778,EUR
2025-04-30,E00822,Merit Increase,Annual Cycle,248680.11269433703,259871.78195766715,BRL
2025-04-30,E00823,Merit Increase,Annual Cycle,192057.13920865385,201595.1156354564,SGD
2025-04-30,E00824,Merit Increase,Annual Cycle,120763.29735074574,127556.10774009272,USD
2025-04-30,E00825,Merit Increase,Annual Cycle,155737.76431117885,161234.8083493881,SGD
2025-04-30,E00827,Merit Increase,Annual Cycle,255502485.20903075,270235399.79709613,COP
2025-04-30,E00828,Merit Increase,Annual Cycle,482126.88982019975,504433.34496949794,BRL
2025-04-30,E00830,Merit Increase,Annual Cycle,64840.49370440939,68546.64545948505,EUR
2025-04-30,E00831,Merit Increase,Annual Cycle,162782894.28831306,172244168.52104053,COP
2025-04-30,E00832,Merit Increase,Annual Cycle,114675752.96840502,118811731.30034864,COP
2025-04-30,E00833,Merit Increase,Annual Cycle,95786.03735257672,100948.7391793052,USD
2025-04-30,E00834,Merit Increase,Annual Cycle,73200.15698105714,75929.19409513591,GBP
2025-04-30,E00835,Merit Increase,Annual Cycle,239247.44718669797,247133.60271268204,BRL
2025-04-30,E00836,Merit Increase,Annual Cycle,159101362.91747683,167093108.4442083,COP
2025-04-30,E00837,Merit Increase,Annual Cycle,64866.60191980941,68354.46332544969,USD
2025-04-30,E00838,Merit Increase,Annual Cycle,68020.13938594924,70991.433540335,SGD
2025-04-30,E00839,Merit Increase,Annual Cycle,82827.53903604856,87440.93217086123,GBP
2025-04-30,E00840,Merit Increase,Annual Cycle,158023.30292173862,162771.58984854186,USD
2025-04-30,E00841,Merit Increase,Annual Cycle,196900.87691065783,205069.72368949561,USD
2025-04-30,E00842,Merit Increase,Annual Cycle,95067.36515575371,98803.71854586259,USD
2025-04-30,E00843,Merit Increase,Annual Cycle,139687505.9486314,144031337.26492846,COP
2025-04-30,E00844,Merit Increase,Annual Cycle,166342.43849578174,176601.54807499552,GBP
2025-04-30,E00845,Merit Increase,Annual Cycle,107684.48457549412,111628.20870879233,SGD
2025-04-30,E00846,Merit Increase,Annual Cycle,90920.5210129967,94898.54801380771,SGD
2025-04-30,E00847,Merit Increase,Annual Cycle,119100.3839157255,125463.48588899257,USD
2025-04-30,E00848,Merit Increase,Annual Cycle,118542.46738349565,124458.2875161801,EUR
2025-04-30,E00849,Merit Increase,Annual Cycle,71916.66872251061,74478.65882535985,SGD
2025-04-30,E00851,Merit Increase,Annual Cycle,78675.2231949537,83243.37577647017,EUR
2025-04-30,E00852,Merit Increase,Annual Cycle,135179.9774489682,141773.86072557728,GBP
2025-04-30,E00853,Merit Increase,Annual Cycle,48693.57694340788,50549.01729121884,GBP
2025-04-30,E00854,Merit Increase,Annual Cycle,157177.16533848256,164713.56093603044,USD
2025-04-30,E00855,Merit Increase,Annual Cycle,84321.6276713819,89067.67555680314,USD
2025-04-30,E00856,Merit Increase,Annual Cycle,58069.37077136478,59818.34474286035,EUR
2025-04-30,E00857,Merit Increase,Annual Cycle,110791686.43568242,115639809.45024286,COP
2025-04-30,E00859,Merit Increase,Annual Cycle,148948129.7794586,155619672.11562952,COP
2025-04-30,E00860,Merit Increase,Annual Cycle,141117.01464100613,148244.87471819317,USD
2025-04-30,E00861,Merit Increase,Annual Cycle,125752.16631379888,132210.83487906007,SGD
2025-04-30,E00863,Merit Increase,Annual Cycle,133455.60151068476,138274.10312174988,USD
2025-04-30,E00864,Merit Increase,Annual Cycle,164591.5409064429,172215.15676592366,SGD
2025-04-30,E00865,Merit Increase,Annual Cycle,109318.35856417383,115392.41575021783,USD
2025-04-30,E00866,Merit Increase,Annual Cycle,119524.10576773711,125076.73107377099,SGD
2025-04-30,E00868,Merit Increase,Annual Cycle,138021.76520866717,142679.49253960775,USD
2025-04-30,E00869,Merit Increase,Annual Cycle,71782.80054815297,75233.31375212329,EUR
2025-04-30,E00870,Merit Increase,Annual Cycle,230779860.45175937,239050217.35204953,COP
2025-04-30,E00872,Merit Increase,Annual Cycle,62132.31923811214,65687.50252721012,EUR
2025-04-30,E00873,Merit Increase,Annual Cycle,255191.86587995576,266267.35924843565,BRL
2025-04-30,E00874,Merit Increase,Annual Cycle,168611215.1484941,177831190.37651646,COP
2025-04-30,E00875,Merit Increase,Annual Cycle,943191.8211253675,996038.3980903544,MXN
2025-04-30,E00876,Merit Increase,Annual Cycle,110732588.44096506,114481129.95891938,COP
2025-04-30,E00877,Merit Increase,Annual Cycle,134370.9210605455,141066.68945060967,USD
2025-04-30,E00878,Merit Increase,Annual Cycle,88126.61418789712,92181.55726794305,EUR
2025-04-30,E00879,Merit Increase,Annual Cycle,121976141.5926322,126987101.96983016,COP
2025-04-30,E00880,Merit Increase,Annual Cycle,57736.052135282574,61039.15033761372,USD
2025-04-30,E00881,Merit Increase,Annual Cycle,137282.20482219302,143103.37338466267,SGD
2025-04-30,E00882,Merit Increase,Annual Cycle,82584.89050059862,86569.71846911694,EUR
2025-04-30,E00883,Merit Increase,Annual Cycle,94151.73770007529,98910.58371323528,USD
2025-04-30,E00884,Merit Increase,Annual Cycle,113337.49126315473,117591.76522656655,GBP
2025-04-30,E00885,Merit Increase,Annual Cycle,58390.756010682126,61949.85589212039,USD
2025-04-30,E00886,Merit Increase,Annual Cycle,218621.0156053913,231215.20567857623,USD
2025-04-30,E00889,Merit Increase,Annual Cycle,73937.93962933208,77915.43871929869,EUR
2025-04-30,E00890,Merit Increase,Annual Cycle,149224.58721849744,154256.22296468724,USD
2025-04-30,E00891,Merit Increase,Annual Cycle,168234.2503861335,178465.66717191035,SGD
2025-04-30,E00892,Merit Increase,Annual Cycle,61798.38162206939,64035.56013761597,EUR
2025-04-30,E00893,Merit Increase,Annual Cycle,106603.05423671403,111407.91223940246,GBP
2025-04-30,E00894,Merit Increase,Annual Cycle,781581.2911775303,807998.288428957,MXN
2025-04-30,E00896,Merit Increase,Annual Cycle,156356.67179110378,164461.79688348042,GBP
2025-04-30,E00897,Merit Increase,Annual Cycle,64877.59324617981,67490.4393298664,EUR
2025-04-30,E00898,Merit Increase,Annual Cycle,131331.41506745573,137759.1644525123,USD
2025-04-30,E00899,Merit Increase,Annual Cycle,143230.70311290323,151550.96226344147,SGD
2025-04-30,E00900,Merit Increase,Annual Cycle,85246.33653462901,88827.82646226125,USD
2025-04-30,E00901,Merit Increase,Annual Cycle,260378827.45559797,273719665.5678923,COP
2025-04-30,E00902,Merit Increase,Annual Cycle,141601.3271345623,147240.76073029285,EUR
2025-04-30,E00903,Merit Increase,Annual Cycle,270180.8232992506,280823.97002976335,BRL
2025-04-30,E00904,Merit Increase,Annual Cycle,95067.93801198258,100169.7926606029,GBP
2025-04-30,E00905,Merit Increase,Annual Cycle,48442.74000365301,50760.848906899206,GBP
2025-04-30,E00906,Merit Increase,Annual Cycle,159265.0145691884,168193.97489478235,USD
2025-04-30,E00908,Merit Increase,Annual Cycle,160233.56334240438,169484.1382291659,USD
2025-04-30,E00909,Merit Increase,Annual Cycle,124687.01726898471,129989.94909108266,GBP
2025-04-30,E00910,Merit Increase,Annual Cycle,93143.06082146749,96220.74011933424,EUR
2025-04-30,E00911,Merit Increase,Annual Cycle,112221.34493020189,117184.48649610765,GBP
2025-04-30,E00912,Merit Increase,Annual Cycle,58978.684354206474,60878.70928806141,USD
2025-04-30,E00913,Merit Increase,Annual Cycle,72041.88066037436,75493.94264862052,EUR
2025-04-30,E00914,Merit Increase,Annual Cycle,109011.30438510426,112351.92859620493,USD
2025-04-30,E00915,Merit Increase,Annual Cycle,121893.24388839833,126172.96778465378,USD
2025-04-30,E00916,Merit Increase,Annual Cycle,698159.7828040365,739365.790036278,MXN
2025-04-30,E00917,Merit Increase,Annual Cycle,259230917.3865806,268486276.3361165,COP
2025-04-30,E00918,Merit Increase,Annual Cycle,222578.2174249096,231347.55534010922,USD
2025-04-30,E00919,Merit Increase,Annual Cycle,113223.01922420159,117710.23562442973,EUR
2025-04-30,E00920,Merit Increase,Annual Cycle,67644.0576915841,70044.41384754254,SGD
2025-04-30,E00921,Merit Increase,Annual Cycle,232262.56777585833,245555.90498243488,USD
2025-04-30,E00922,Merit Increase,Annual Cycle,121809.35293509747,127213.742589176,EUR
2025-04-30,E00923,Merit Increase,Annual Cycle,118686.51209820119,124819.57238202385,USD
2025-04-30,E00924,Merit Increase,Annual Cycle,170543.59559053372,180282.05066197723,EUR
2025-04-30,E00925,Merit Increase,Annual Cycle,465133.45736999187,481873.25887443504,BRL
2025-04-30,E00926,Merit Increase,Annual Cycle,959137.4847462464,998078.997521792,MXN
2025-04-30,E00927,Merit Increase,Annual Cycle,111089.6279081204,115725.08023309107,USD
2025-04-30,E00928,Merit Increase,Annual Cycle,208802.08089899717,219652.15590846277,USD
2025-04-30,E00930,Merit Increase,Annual Cycle,110072.74425835707,114939.89016777568,USD
2025-04-30,E00931,Merit Increase,Annual Cycle,87967.55609413004,91124.98170357494,USD
2025-04-30,E00932,Merit Increase,Annual Cycle,115502.74011473342,122080.34352644878,USD
2025-04-30,E00933,Merit Increase,Annual Cycle,72885.13320653194,77205.98805320635,USD
2025-04-30,E00934,Merit Increase,Annual Cycle,132675.91562101882,136672.7254726289,GBP
2025-04-30,E00936,Merit Increase,Annual Cycle,105349.48274578514,109643.21228051999,USD
2025-04-30,E00938,Merit Increase,Annual Cycle,79106.11757878002,82469.70325914482,GBP
2025-04-30,E00939,Merit Increase,Annual Cycle,205878.13046613947,213322.70905461526,USD
2025-04-30,E00940,Merit Increase,Annual Cycle,258951.34299597325,272567.78904743615,SGD
2025-04-30,E00941,Merit Increase,Annual Cycle,122205.21264751935,127665.41727235382,USD
2025-04-30,E00942,Merit Increase,Annual Cycle,135180.29826931117,142112.64912221258,USD
2025-04-30,E00943,Merit Increase,Annual Cycle,110155.80295569313,114764.6581188753,EUR
2025-04-30,E00944,Merit Increase,Annual Cycle,103939.58137441784,109789.48492351778,USD
2025-04-30,E00945,Merit Increase,Annual Cycle,227902089.85031173,240317087.41493183,COP
2025-04-30,E00946,Merit Increase,Annual Cycle,461060.1729777467,488367.83101712575,BRL
2025-04-30,E00947,Merit Increase,Annual Cycle,202736095.37756073,211967351.5274016,COP
2025-04-30,E00948,Merit Increase,Annual Cycle,884394.6455424761,933042.4207113611,MXN
2025-04-30,E00949,Merit Increase,Annual Cycle,101380.66203432968,107159.54266666516,USD
2025-04-30,E00951,Merit Increase,Annual Cycle,203958.2631294092,215173.84039072634,BRL
2025-04-30,E00952,Merit Increase,Annual Cycle,70716.12027528424,74881.5419206553,USD
2025-04-30,E00953,Merit Increase,Annual Cycle,188880257.23660484,196722208.34887302,COP
2025-04-30,E00955,Merit Increase,Annual Cycle,93303.58162617384,97860.03669459454,USD
2025-04-30,E00956,Merit Increase,Annual Cycle,599255.5757473233,624193.0060958866,MXN
2025-04-30,E00957,Merit Increase,Annual Cycle,71277.45112265715,73984.01477953924,USD
2025-04-30,E00958,Merit Increase,Annual Cycle,164775.8695020448,171098.21505928235,USD
2025-04-30,E00959,Merit Increase,Annual Cycle,157960.3113800905,165569.2499353443,SGD
2025-04-30,E00960,Merit Increase,Annual Cycle,114074.96475912117,120032.95681309226,SGD
2025-04-30,E00961,Merit Increase,Annual Cycle,154252.49307421836,162514.9723717072,USD
2025-04-30,E00962,Merit Increase,Annual Cycle,91948.27315579624,96056.24782534271,GBP
2025-04-30,E00963,Merit Increase,Annual Cycle,1481657.911034308,1538576.8960910314,MXN
2025-04-30,E00964,Merit Increase,Annual Cycle,63422.093818722846,66260.34023587924,EUR
2025-04-30,E00965,Merit Increase,Annual Cycle,160379.62264135803,167518.45845327273,USD
2025-04-30,E00966,Merit Increase,Annual Cycle,1944173.817278277,2006962.0104651537,MXN
2025-04-30,E00967,Merit Increase,Annual Cycle,158537501.5485802,166197083.8120822,COP
2025-04-30,E00968,Merit Increase,Annual Cycle,108742.71026720245,115467.75739711609,SGD
2025-04-30,E00969,Merit Increase,Annual Cycle,105013.85869677599,108186.6001004665,GBP
2025-04-30,E00970,Merit Increase,Annual Cycle,240811.99310237833,253953.71694530942,BRL
