snapshot_date,employee_id,city,business_unit,department,job_code,job_level,manager_id,currency_code,base_salary_local,variable_target_pct,fte
2025-02-28,E03832,Mexico City,Risk & Compliance,Risk Management,RSK,IC3,E02489,MXN,873554.19,0.1,1.0
2025-02-28,E03833,Bogotá,Technology,Infrastructure,ENG,M2,E02916,COP,274311841.48,0.1,1.0
2025-02-28,E03834,New York,Commercial,Account Management,SAL,IC4,E04736,USD,107203.39,0.25,1.0
2025-02-28,E03835,Mexico City,Technology,Data & Analytics,DAT,IC4,E01798,MXN,1417244.49,0.1,1.0
2025-02-28,E03836,Mexico City,Corporate Services,Human Resources,HRS,IC4,E04739,MXN,1107621.72,0.1,1.0
2025-02-28,E03837,Bogotá,Corporate Services,Human Resources,HRS,IC2,E02918,COP,111397752.94,0.1,1.0
2025-02-28,E03839,Bogotá,Risk & Compliance,Compliance,RSK,IC4,E01737,COP,179755045.4,0.1,1.0
2025-02-28,E03840,New York,Corporate Services,Finance,FIN,IC5,E00480,USD,167602.92,0.1,1.0
2025-02-28,E03841,Singapore,Risk & Compliance,Risk Management,RSK,IC3,E04642,SGD,128928.18,0.1,1.0
2025-02-28,E03842,Mexico City,Risk & Compliance,Fraud Operations,RSK,IC4,E04762,MXN,1149624.9,0.1,1.0
2025-02-28,E03843,San Francisco,Commercial,Account Management,SAL,IC3,E02956,USD,107276.92,0.25,1.0
2025-02-28,E03844,Singapore,Risk & Compliance,Compliance,RSK,IC1,E01482,SGD,78084.74,0.1,1.0
2025-02-28,E03845,Singapore,Operations,Transaction Operations,OPS,IC1,E03016,SGD,60458.52,0.05,1.0
2025-02-28,E03846,London,Risk & Compliance,Compliance,RSK,IC4,E03710,GBP,108072.09,0.1,1.0
2025-02-28,E03847,Bogotá,Risk & Compliance,Fraud Operations,RSK,IC2,E01375,COP,117210823.71,0.1,1.0
2025-02-28,E03848,Miami,Technology,Data & Analytics,DAT,IC4,E03882,USD,134121.69,0.1,1.0
2025-02-28,E03849,Mexico City,Operations,Customer Support,OPS,IC2,E03415,MXN,568931.77,0.05,1.0
2025-02-28,E03850,New York,Product,Product Management,PRD,M2,E00210,USD,214197.21,0.12,1.0
2025-02-28,E03851,Singapore,Risk & Compliance,Risk Management,RSK,IC2,E04643,SGD,99097.53,0.1,0.5
2025-02-28,E03852,New York,Corporate Services,Finance,FIN,IC4,E00722,USD,133584.49,0.1,1.0
2025-02-28,E03854,San Francisco,Product,Design,PRD,IC3,E04673,USD,129943.88,0.12,1.0
2025-02-28,E03855,Singapore,Technology,Platform Engineering,ENG,IC3,E01862,SGD,175711.24,0.1,1.0
2025-02-28,E03856,Singapore,Technology,Platform Engineering,ENG,M3,,SGD,311449.01,0.1,1.0
2025-02-28,E03857,Singapore,Technology,Infrastructure,ENG,IC4,E01209,SGD,171320.26,0.1,1.0
2025-02-28,E03858,Miami,Technology,Platform Engineering,ENG,IC4,E01852,USD,117419.04,0.1,1.0
2025-02-28,E03859,Dublin,Commercial,Sales,SAL,M1,E04211,EUR,115943.9,0.25,1.0
2025-02-28,E03860,Miami,Technology,Data & Analytics,DAT,IC4,E03998,USD,130707.53,0.1,0.5
2025-02-28,E03861,Singapore,Product,Product Management,PRD,M2,E03734,SGD,232193.03,0.12,1.0
2025-02-28,E03862,Mexico City,Corporate Services,Human Resources,HRS,IC1,E04739,MXN,542751.61,0.1,1.0
2025-02-28,E03863,São Paulo,Commercial,Sales,SAL,IC5,E03373,BRL,403369.56,0.25,1.0
2025-02-28,E03864,Bogotá,Risk & Compliance,Compliance,RSK,IC3,E02747,COP,143573614.84,0.1,1.0
2025-02-28,E03865,Miami,Commercial,Sales,SAL,IC1,E01421,USD,55748.94,0.25,1.0
2025-02-28,E03866,São Paulo,Operations,Transaction Operations,OPS,IC4,E03989,BRL,277962.86,0.05,1.0
2025-02-28,E03867,Bogotá,Corporate Services,Legal,LGL,IC3,E04652,COP,164079640.54,0.1,1.0
2025-02-28,E03868,Mexico City,Technology,Data & Analytics,DAT,IC2,E02050,MXN,974459.42,0.1,1.0
2025-02-28,E03869,São Paulo,Risk & Compliance,Risk Management,RSK,IC3,E04692,BRL,289712.83,0.1,1.0
2025-02-28,E03871,Dublin,Operations,Customer Support,OPS,IC2,E04632,EUR,53624.96,0.05,1.0
2025-02-28,E03872,Miami,Technology,Infrastructure,ENG,IC2,E04724,USD,85864.65,0.1,0.5
2025-02-28,E03873,New York,Operations,Transaction Operations,OPS,IC4,E04704,USD,113384.1,0.05,1.0
2025-02-28,E03874,Singapore,Technology,Infrastructure,ENG,IC3,E02081,SGD,134357.14,0.1,1.0
2025-02-28,E03875,Singapore,Technology,Platform Engineering,ENG,IC2,E02474,SGD,134055.09,0.1,1.0
2025-02-28,E03876,Bogotá,Commercial,Account Management,SAL,IC3,E04737,COP,148067390.16,0.25,1.0
2025-02-28,E03877,Bogotá,Risk & Compliance,Risk Management,RSK,IC2,E02546,COP,113035673.33,0.1,1.0
2025-02-28,E03878,Bogotá,Risk & Compliance,Risk Management,RSK,IC4,E04616,COP,187189622.08,0.1,1.0
2025-02-28,E03879,Dublin,Technology,Data & Analytics,DAT,IC3,E01354,EUR,87696.87,0.1,0.8
2025-02-28,E03880,New York,Technology,Platform Engineering,ENG,IC3,E04151,USD,140381.97,0.1,0.8
2025-02-28,E03881,Dublin,Technology,Infrastructure,ENG,IC3,E01015,EUR,104342.81,0.1,1.0
2025-02-28,E03882,Miami,Technology,Data & Analytics,DAT,M1,E01037,USD,135430.76,0.1,1.0
2025-02-28,E03883,Mexico City,Risk & Compliance,Risk Management,RSK,IC3,E04645,MXN,827495.67,0.1,0.5
2025-02-28,E03884,Miami,Technology,Platform Engineering,ENG,IC5,E03120,USD,172408.37,0.1,1.0
2025-02-28,E03885,Mexico City,Operations,Customer Support,OPS,M1,E00367,MXN,879968.04,0.05,1.0
2025-02-28,E03886,Miami,Product,Product Management,PRD,IC2,E03015,USD,71752.94,0.12,1.0
2025-02-28,E03887,London,Corporate Services,Human Resources,HRS,IC4,E00884,GBP,103950.53,0.1,1.0
2025-02-28,E03888,Dublin,Risk & Compliance,Risk Management,RSK,IC1,E02621,EUR,54426.2,0.1,1.0
2025-02-28,E03889,Singapore,Commercial,Account Management,SAL,M1,E02565,SGD,153143.8,0.25,1.0
2025-02-28,E03890,Mexico City,Product,Product Management,PRD,IC5,E04764,MXN,1505225.49,0.12,1.0
2025-02-28,E03891,London,Operations,Customer Support,OPS,IC2,E02967,GBP,57233.24,0.05,1.0
2025-02-28,E03892,Mexico City,Risk & Compliance,Risk Management,RSK,IC3,E04646,MXN,815558.39,0.1,1.0
2025-02-28,E03893,Singapore,Commercial,Account Management,SAL,IC2,E03889,SGD,68979.3,0.25,1.0
2025-02-28,E03894,New York,Technology,Data & Analytics,DAT,M1,E02393,USD,152187.56,0.1,1.0
2025-02-28,E03895,New York,Operations,Customer Support,OPS,IC2,E00906,USD,68542.1,0.05,1.0
2025-02-28,E03896,San Francisco,Risk & Compliance,Risk Management,RSK,IC4,E00042,USD,121173.49,0.1,1.0
2025-02-28,E03897,Mexico City,Commercial,Account Management,SAL,IC2,E00364,MXN,660455.95,0.25,1.0
2025-02-28,E03898,Dublin,Operations,Transaction Operations,OPS,IC1,E02884,EUR,41986.21,0.05,0.5
2025-02-28,E03899,Singapore,Product,Product Management,PRD,M2,E00408,SGD,204933.31,0.12,1.0
2025-02-28,E03900,Singapore,Corporate Services,Finance,FIN,IC2,E01986,SGD,90659.27,0.1,0.5
2025-02-28,E03901,New York,Technology,Infrastructure,ENG,IC1,E02211,USD,68790.99,0.1,1.0
2025-02-28,E03902,Bogotá,Technology,Data & Analytics,DAT,IC2,E03618,COP,139066426.51,0.1,1.0
2025-02-28,E03903,Singapore,Technology,Data & Analytics,DAT,IC3,E01087,SGD,118218.0,0.1,1.0
2025-02-28,E03904,London,Commercial,Sales,SAL,IC3,E00755,GBP,89675.0,0.25,1.0
2025-02-28,E03905,Mexico City,Operations,Customer Support,OPS,IC2,E03885,MXN,582235.52,0.05,1.0
2025-02-28,E03906,Miami,Technology,Data & Analytics,DAT,IC4,E00706,USD,108034.9,0.1,1.0
2025-02-28,E03907,Bogotá,Technology,Platform Engineering,ENG,IC3,E01603,COP,169573645.54,0.1,1.0
2025-02-28,E03908,San Francisco,Corporate Services,Legal,LGL,IC3,E03949,USD,116588.33,0.1,0.5
2025-02-28,E03910,Miami,Corporate Services,Human Resources,HRS,IC5,E03575,USD,119591.12,0.1,1.0
2025-02-28,E03911,Singapore,Corporate Services,Finance,FIN,IC2,E02801,SGD,91550.28,0.1,1.0
2025-02-28,E03912,São Paulo,Technology,Platform Engineering,ENG,IC4,E03541,BRL,461053.18,0.1,1.0
2025-02-28,E03913,São Paulo,Operations,Transaction Operations,OPS,IC5,E00820,BRL,331327.16,0.05,1.0
2025-02-28,E03914,San Francisco,Risk & Compliance,Compliance,RSK,IC2,E02448,USD,78568.42,0.1,0.8
2025-02-28,E03915,Dublin,Operations,Customer Support,OPS,IC4,E04633,EUR,87551.45,0.05,1.0
2025-02-28,E03916,Bogotá,Risk & Compliance,Risk Management,RSK,IC4,E04617,COP,175710901.1,0.1,1.0
2025-02-28,E03917,Miami,Commercial,Sales,SAL,IC3,E01498,USD,89708.22,0.25,1.0
2025-02-28,E03918,Singapore,Risk & Compliance,Risk Management,RSK,IC5,E03518,SGD,158404.96,0.1,1.0
2025-02-28,E03920,Bogotá,Technology,Data & Analytics,DAT,M2,E03701,COP,264213268.65,0.1,1.0
2025-02-28,E03921,San Francisco,Technology,Data & Analytics,DAT,IC3,E02730,USD,114941.96,0.1,1.0
2025-02-28,E03922,Dublin,Operations,Transaction Operations,OPS,IC3,E03942,EUR,64340.28,0.05,1.0
2025-02-28,E03923,New York,Product,Design,PRD,M1,E03850,USD,156882.47,0.12,1.0
2025-02-28,E03924,São Paulo,Product,Product Management,PRD,IC3,E03660,BRL,264928.68,0.12,1.0
2025-02-28,E03925,London,Corporate Services,Human Resources,HRS,M2,E01357,GBP,82657.53,0.1,1.0
2025-02-28,E03926,Bogotá,Risk & Compliance,Risk Management,RSK,IC5,E04618,COP,246525589.57,0.1,1.0
2025-02-28,E03927,São Paulo,Product,Design,PRD,IC2,E04659,BRL,238365.94,0.12,1.0
2025-02-28,E03928,Bogotá,Operations,Transaction Operations,OPS,IC3,E01028,COP,107900712.17,0.05,1.0
2025-02-28,E03929,Bogotá,Operations,Customer Support,OPS,IC4,E02604,COP,137116960.12,0.05,1.0
2025-02-28,E03931,San Francisco,Technology,Data & Analytics,DAT,M1,E01161,USD,166731.27,0.1,1.0
2025-02-28,E03932,Mexico City,Commercial,Account Management,SAL,IC4,E00673,MXN,1143249.82,0.25,1.0
2025-02-28,E03933,Miami,Product,Design,PRD,M1,E00088,USD,128542.21,0.12,1.0
2025-02-28,E03934,San Francisco,Commercial,Sales,SAL,IC1,E04684,USD,68564.38,0.25,1.0
2025-02-28,E03935,Singapore,Commercial,Account Management,SAL,IC2,E04701,SGD,97324.58,0.25,0.5
2025-02-28,E03936,New York,Product,Design,PRD,IC1,E03923,USD,75958.31,0.12,1.0
2025-02-28,E03937,Bogotá,Operations,Customer Support,OPS,IC5,E03082,COP,169340596.83,0.05,0.5
2025-02-28,E03938,San Francisco,Technology,Infrastructure,ENG,IC2,E02955,USD,112318.09,0.1,1.0
2025-02-28,E03939,Dublin,Commercial,Marketing,MKT,IC4,E02736,EUR,97271.83,0.12,1.0
2025-02-28,E03940,Dublin,Risk & Compliance,Risk Management,RSK,IC2,E02785,EUR,61962.03,0.1,1.0
2025-02-28,E03941,London,Product,Product Management,PRD,IC3,E03812,GBP,99668.17,0.12,1.0
2025-02-28,E03942,Dublin,Operations,Transaction Operations,OPS,M1,E02863,EUR,90713.1,0.05,1.0
2025-02-28,E03943,Bogotá,Operations,Transaction Operations,OPS,M1,E00616,COP,150659869.49,0.05,1.0
2025-02-28,E03944,Miami,Corporate Services,Human Resources,HRS,IC3,E04763,USD,93899.62,0.1,1.0
2025-02-28,E03945,Bogotá,Technology,Data & Analytics,DAT,IC4,E03701,COP,168833631.18,0.1,1.0
2025-02-28,E03946,New York,Technology,Platform Engineering,ENG,IC2,E04711,USD,116256.87,0.1,1.0
2025-02-28,E03947,London,Technology,Platform Engineering,ENG,IC1,E01651,GBP,64251.82,0.1,1.0
2025-02-28,E03948,Dublin,Operations,Transaction Operations,OPS,IC5,E04106,EUR,102271.79,0.05,1.0
2025-02-28,E03949,San Francisco,Corporate Services,Legal,LGL,M1,E04691,USD,149217.83,0.1,1.0
2025-02-28,E03950,Bogotá,Technology,Platform Engineering,ENG,M2,E00062,COP,279810697.28,0.1,1.0
2025-02-28,E03951,San Francisco,Product,Product Management,PRD,IC2,E04698,USD,97608.12,0.12,1.0
2025-02-28,E03952,Miami,Risk & Compliance,Risk Management,RSK,IC5,E03272,USD,140943.51,0.1,0.8
2025-02-28,E03953,Dublin,Commercial,Marketing,MKT,IC2,E00848,EUR,52367.49,0.12,1.0
2025-02-28,E03954,Miami,Commercial,Account Management,SAL,IC3,E04723,USD,91677.19,0.25,1.0
2025-02-28,E03955,Bogotá,Commercial,Account Management,SAL,IC6,E04788,COP,250026633.39,0.25,1.0
2025-02-28,E03956,Singapore,Risk & Compliance,Risk Management,RSK,IC4,E03815,SGD,147868.96,0.1,1.0
2025-02-28,E03957,São Paulo,Corporate Services,Legal,LGL,IC2,E03344,BRL,222245.91,0.1,1.0
2025-02-28,E03958,Dublin,Technology,Data & Analytics,DAT,IC3,E01461,EUR,83367.29,0.1,1.0
2025-02-28,E03959,São Paulo,Technology,Platform Engineering,ENG,M2,E00262,BRL,537340.19,0.1,1.0
2025-02-28,E03960,Bogotá,Product,Product Management,PRD,M1,E01403,COP,217892521.15,0.12,1.0
2025-02-28,E03961,Bogotá,Commercial,Account Management,SAL,IC4,E00290,COP,196699196.31,0.25,1.0
2025-02-28,E03962,Bogotá,Product,Product Management,PRD,IC4,E00026,COP,176377858.15,0.12,0.5
2025-02-28,E03963,Bogotá,Risk & Compliance,Risk Management,RSK,IC3,E04799,COP,147304713.77,0.1,1.0
2025-02-28,E03964,Bogotá,Operations,Customer Support,OPS,IC1,E03186,COP,71189949.8,0.05,1.0
2025-02-28,E03965,Singapore,Corporate Services,Finance,FIN,IC5,E03144,SGD,189212.47,0.1,1.0
2025-02-28,E03966,Miami,Product,Product Management,PRD,IC2,E03196,USD,73812.59,0.12,1.0
2025-02-28,E03967,Bogotá,Operations,Customer Support,OPS,IC3,E03560,COP,91487634.33,0.05,1.0
2025-02-28,E03968,London,Technology,Platform Engineering,ENG,IC1,E04070,GBP,66456.75,0.1,1.0
2025-02-28,E03969,London,Operations,Transaction Operations,OPS,IC1,E02929,GBP,42739.61,0.05,1.0
2025-02-28,E03970,Dublin,Product,Design,PRD,IC1,E04787,EUR,55462.69,0.12,1.0
2025-02-28,E03971,Bogotá,Risk & Compliance,Compliance,RSK,IC2,E04648,COP,128375144.61,0.1,1.0
2025-02-28,E03972,Dublin,Risk & Compliance,Compliance,RSK,IC3,E03213,EUR,75968.29,0.1,1.0
2025-02-28,E03973,Bogotá,Corporate Services,Legal,LGL,IC5,E01235,COP,200888946.25,0.1,1.0
2025-02-28,E03974,São Paulo,Technology,Data & Analytics,DAT,IC4,E02344,BRL,407570.01,0.1,1.0
2025-02-28,E03975,Singapore,Technology,Data & Analytics,DAT,IC3,E02695,SGD,147217.89,0.1,1.0
2025-02-28,E03976,London,Product,Design,PRD,IC1,E01669,GBP,62123.31,0.12,1.0
2025-02-28,E03977,São Paulo,Risk & Compliance,Risk Management,RSK,IC1,E03612,BRL,181200.0,0.1,1.0
2025-02-28,E03978,New York,Risk & Compliance,Fraud Operations,RSK,IC5,E03275,USD,195021.5,0.1,1.0
2025-02-28,E03979,Bogotá,Commercial,Sales,SAL,IC2,E03347,COP,101728001.31,0.25,1.0
2025-02-28,E03980,Dublin,Operations,Customer Support,OPS,M1,E04633,EUR,83943.86,0.05,1.0
2025-02-28,E03982,New York,Technology,Data & Analytics,DAT,IC4,E03894,USD,152372.54,0.1,1.0
2025-02-28,E03983,Mexico City,Technology,Data & Analytics,DAT,IC3,E02278,MXN,989397.62,0.1,1.0
2025-02-28,E03984,London,Technology,Infrastructure,ENG,M1,E03546,GBP,136836.18,0.1,1.0
2025-02-28,E03985,Singapore,Corporate Services,Legal,LGL,IC2,E00984,SGD,91664.11,0.1,1.0
2025-02-28,E03986,San Francisco,Operations,Transaction Operations,OPS,IC4,E04694,USD,105997.92,0.05,1.0
2025-02-28,E03987,Mexico City,Technology,Data & Analytics,DAT,M2,E00186,MXN,1649610.76,0.1,0.5
2025-02-28,E03988,Singapore,Operations,Customer Support,OPS,IC4,E02793,SGD,117820.35,0.05,1.0
2025-02-28,E03989,São Paulo,Operations,Transaction Operations,OPS,M1,E01291,BRL,306788.59,0.05,1.0
2025-02-28,E03990,London,Technology,Platform Engineering,ENG,IC3,E04681,GBP,94541.33,0.1,1.0
2025-02-28,E03991,New York,Commercial,Sales,SAL,IC2,E03080,USD,90247.57,0.25,1.0
2025-02-28,E03992,Miami,Risk & Compliance,Risk Management,RSK,IC1,E03588,USD,54798.63,0.1,1.0
2025-02-28,E03993,New York,Technology,Data & Analytics,DAT,IC6,E04063,USD,240692.72,0.1,1.0
2025-02-28,E03994,Miami,Commercial,Marketing,MKT,IC6,E04765,USD,140084.0,0.12,1.0
2025-02-28,E03995,Singapore,Technology,Data & Analytics,DAT,M1,E01862,SGD,195355.34,0.1,1.0
2025-02-28,E03996,Bogotá,Corporate Services,Finance,FIN,IC3,E00785,COP,159805792.9,0.1,1.0
2025-02-28,E03997,London,Technology,Data & Analytics,DAT,IC3,E03057,GBP,96477.11,0.1,1.0
2025-02-28,E03998,Miami,Technology,Data & Analytics,DAT,M1,E01672,USD,135444.26,0.1,1.0
2025-02-28,E03999,London,Technology,Data & Analytics,DAT,IC2,E03109,GBP,82307.21,0.1,1.0
2025-02-28,E04001,London,Commercial,Account Management,SAL,IC3,E02199,GBP,89339.39,0.25,1.0
2025-02-28,E04002,São Paulo,Technology,Data & Analytics,DAT,IC2,E02952,BRL,247901.09,0.1,1.0
2025-02-28,E04003,Miami,Risk & Compliance,Risk Management,RSK,IC4,E00247,USD,100720.04,0.1,1.0
2025-02-28,E04004,Dublin,Operations,Customer Support,OPS,IC4,E02863,EUR,79801.22,0.05,1.0
2025-02-28,E04007,New York,Technology,Platform Engineering,ENG,IC4,E04712,USD,141383.44,0.1,1.0
2025-02-28,E04008,Dublin,Technology,Data & Analytics,DAT,IC6,E03231,EUR,179342.69,0.1,1.0
2025-02-28,E04009,San Francisco,Technology,Platform Engineering,ENG,IC2,E01161,USD,91983.15,0.1,1.0
2025-02-28,E04010,Dublin,Technology,Data & Analytics,DAT,IC5,E03309,EUR,155650.65,0.1,1.0
2025-02-28,E04011,Mexico City,Corporate Services,Finance,FIN,IC2,E02018,MXN,653082.8,0.1,1.0
2025-02-28,E04012,San Francisco,Technology,Data & Analytics,DAT,IC2,E03931,USD,109135.59,0.1,1.0
2025-02-28,E04013,Singapore,Technology,Data & Analytics,DAT,IC3,E02795,SGD,137444.22,0.1,1.0
2025-02-28,E04014,San Francisco,Commercial,Sales,SAL,IC4,E04685,USD,150093.15,0.25,1.0
2025-02-28,E04015,Mexico City,Product,Product Management,PRD,IC3,E01385,MXN,1084381.5,0.12,1.0
2025-02-28,E04016,London,Product,Product Management,PRD,IC4,E01643,GBP,132947.61,0.12,1.0
2025-02-28,E04017,Bogotá,Commercial,Sales,SAL,M1,E03328,COP,166713412.17,0.25,1.0
2025-02-28,E04018,New York,Risk & Compliance,Risk Management,RSK,IC2,E04635,USD,89592.42,0.1,1.0
2025-02-28,E04019,Mexico City,Corporate Services,Finance,FIN,IC1,E02374,MXN,518762.59,0.1,1.0
2025-02-28,E04020,San Francisco,Risk & Compliance,Compliance,RSK,M1,E04721,USD,129637.47,0.1,1.0
2025-02-28,E04022,Singapore,Operations,Customer Support,OPS,IC3,E03427,SGD,92559.68,0.05,1.0
2025-02-28,E04023,Miami,Operations,Customer Support,OPS,IC3,E01604,USD,61401.88,0.05,1.0
2025-02-28,E04024,Mexico City,Technology,Infrastructure,ENG,IC5,E02336,MXN,1708661.56,0.1,1.0
2025-02-28,E04025,São Paulo,Risk & Compliance,Fraud Operations,RSK,IC4,E02519,BRL,336359.35,0.1,1.0
2025-02-28,E04026,Singapore,Commercial,Sales,SAL,IC4,E02565,SGD,140356.61,0.25,1.0
2025-02-28,E04027,Bogotá,Technology,Infrastructure,ENG,IC5,E02196,COP,246484019.09,0.1,1.0
2025-02-28,E04028,Bogotá,Commercial,Sales,SAL,IC5,E03818,COP,245470095.18,0.25,1.0
2025-02-28,E04029,Bogotá,Commercial,Sales,SAL,IC4,E04017,COP,194468919.82,0.25,1.0
2025-02-28,E04030,San Francisco,Operations,Transaction Operations,OPS,IC5,E02312,USD,117992.79,0.05,0.8
2025-02-28,E04031,New York,Technology,Platform Engineering,ENG,IC2,E04713,USD,116826.2,0.1,1.0
2025-02-28,E04032,São Paulo,Technology,Platform Engineering,ENG,IC4,E03959,BRL,446206.55,0.1,1.0
2025-02-28,E04033,Bogotá,Operations,Transaction Operations,OPS,IC1,E01473,COP,72671480.77,0.05,1.0
2025-02-28,E04034,Bogotá,Commercial,Account Management,SAL,IC2,E01139,COP,110662330.05,0.25,1.0
2025-02-28,E04035,London,Technology,Data & Analytics,DAT,IC4,E04133,GBP,121674.96,0.1,1.0
2025-02-28,E04036,Miami,Corporate Services,Legal,LGL,IC4,E00793,USD,111572.05,0.1,1.0
2025-02-28,E04037,Bogotá,Corporate Services,Human Resources,HRS,IC3,E03417,COP,133461349.21,0.1,1.0
2025-02-28,E04038,New York,Product,Design,PRD,IC2,E04639,USD,94511.43,0.12,1.0
2025-02-28,E04039,Miami,Commercial,Sales,SAL,IC2,E02157,USD,60425.45,0.25,1.0
2025-02-28,E04040,Dublin,Risk & Compliance,Compliance,RSK,IC4,E00136,EUR,95852.11,0.1,1.0
2025-02-28,E04041,Dublin,Corporate Services,Legal,LGL,IC5,E01185,EUR,136136.19,0.1,1.0
2025-02-28,E04042,São Paulo,Technology,Infrastructure,ENG,M1,E00925,BRL,431327.42,0.1,1.0
2025-02-28,E04043,Singapore,Technology,Infrastructure,ENG,IC3,E02354,SGD,142599.95,0.1,1.0
2025-02-28,E04044,São Paulo,Technology,Platform Engineering,ENG,IC4,E00262,BRL,365981.69,0.1,1.0
2025-02-28,E04045,Bogotá,Operations,Transaction Operations,OPS,IC2,E01886,COP,76001805.9,0.05,1.0
2025-02-28,E04046,Bogotá,Risk & Compliance,Fraud Operations,RSK,IC2,E02634,COP,119345619.86,0.1,1.0
2025-02-28,E04047,Bogotá,Commercial,Sales,SAL,IC3,E00270,COP,138817527.77,0.25,1.0
2025-02-28,E04048,Bogotá,Corporate Services,Finance,FIN,IC1,E01587,COP,81166021.77,0.1,1.0
2025-02-28,E04049,London,Technology,Infrastructure,ENG,IC1,E03303,GBP,58485.59,0.1,1.0
2025-02-28,E04050,New York,Technology,Infrastructure,ENG,IC6,E02658,USD,267441.42,0.1,1.0
2025-02-28,E04051,Dublin,Technology,Data & Analytics,DAT,M1,E04624,EUR,125705.95,0.1,1.0
2025-02-28,E04052,Singapore,Corporate Services,Finance,FIN,M1,E02801,SGD,149543.42,0.1,1.0
2025-02-28,E04053,Miami,Commercial,Marketing,MKT,IC2,E00841,USD,58335.53,0.12,1.0
2025-02-28,E04054,São Paulo,Technology,Infrastructure,ENG,M2,E00482,BRL,555448.65,0.1,0.5
2025-02-28,E04055,Bogotá,Technology,Data & Analytics,DAT,IC3,E03773,COP,139143976.68,0.1,1.0
2025-02-28,E04056,Singapore,Technology,Platform Engineering,ENG,IC4,E02613,SGD,187144.02,0.1,1.0
2025-02-28,E04057,Singapore,Product,Product Management,PRD,IC2,E03899,SGD,110397.14,0.12,1.0
2025-02-28,E04058,São Paulo,Technology,Platform Engineering,ENG,IC4,E00925,BRL,348000.22,0.1,1.0
2025-02-28,E04059,London,Technology,Platform Engineering,ENG,IC4,E04682,GBP,110331.68,0.1,1.0
2025-02-28,E04060,Dublin,Operations,Transaction Operations,OPS,IC3,E04626,EUR,65248.63,0.05,1.0
2025-02-28,E04061,Singapore,Commercial,Sales,SAL,IC2,E02751,SGD,108068.49,0.25,1.0
2025-02-28,E04062,Singapore,Risk & Compliance,Compliance,RSK,IC3,E01830,SGD,128973.38,0.1,1.0
2025-02-28,E04063,New York,Technology,Data & Analytics,DAT,M1,E04714,USD,174295.99,0.1,1.0
2025-02-28,E04064,Bogotá,Product,Product Management,PRD,M1,E02295,COP,247210841.42,0.12,1.0
2025-02-28,E04065,San Francisco,Technology,Platform Engineering,ENG,IC3,E02298,USD,128856.39,0.1,1.0
2025-02-28,E04066,San Francisco,Commercial,Sales,SAL,IC5,E04686,USD,186375.59,0.25,1.0
2025-02-28,E04067,Bogotá,Risk & Compliance,Risk Management,RSK,IC2,E01098,COP,117706358.61,0.1,1.0
2025-02-28,E04068,Bogotá,Operations,Transaction Operations,OPS,IC4,E02664,COP,163485625.61,0.05,1.0
2025-02-28,E04069,Bogotá,Commercial,Sales,SAL,IC3,E00420,COP,141610497.37,0.25,1.0
2025-02-28,E04070,London,Technology,Platform Engineering,ENG,M1,E00118,GBP,131563.1,0.1,1.0
2025-02-28,E04071,Bogotá,Corporate Services,Human Resources,HRS,IC5,E03649,COP,210730740.72,0.1,1.0
2025-02-28,E04072,New York,Risk & Compliance,Risk Management,RSK,IC4,E04636,USD,134248.33,0.1,1.0
2025-02-28,E04073,Miami,Commercial,Sales,SAL,IC2,E02331,USD,71639.22,0.25,0.8
2025-02-28,E04074,San Francisco,Commercial,Account Management,SAL,IC2,E01888,USD,91304.69,0.25,1.0
2025-02-28,E04075,Dublin,Operations,Transaction Operations,OPS,IC2,E04627,EUR,54153.16,0.05,0.8
2025-02-28,E04076,Dublin,Operations,Customer Support,OPS,M4,,EUR,172459.36,0.05,1.0
2025-02-28,E04077,London,Technology,Data & Analytics,DAT,IC2,E04716,GBP,75177.61,0.1,1.0
2025-02-28,E04078,Miami,Commercial,Sales,SAL,IC3,E02635,USD,90140.11,0.25,1.0
2025-02-28,E04079,Singapore,Commercial,Marketing,MKT,IC3,E04677,SGD,96391.12,0.12,1.0
2025-02-28,E04080,Bogotá,Technology,Data & Analytics,DAT,IC3,E03920,COP,153809028.26,0.1,1.0
2025-02-28,E04081,Bogotá,Operations,Transaction Operations,OPS,IC3,E03170,COP,115507792.64,0.05,1.0
2025-02-28,E04082,Dublin,Operations,Transaction Operations,OPS,IC5,E04628,EUR,105510.26,0.05,1.0
2025-02-28,E04083,Miami,Technology,Infrastructure,ENG,IC3,E04725,USD,106502.66,0.1,1.0
2025-02-28,E04084,Dublin,Technology,Infrastructure,ENG,IC3,E04123,EUR,87098.67,0.1,1.0
2025-02-28,E04085,Bogotá,Product,Product Management,PRD,IC1,E00773,COP,89122504.2,0.12,1.0
2025-02-28,E04086,Dublin,Risk & Compliance,Risk Management,RSK,M1,E02785,EUR,107544.21,0.1,0.8
2025-02-28,E04088,New York,Technology,Data & Analytics,DAT,IC2,E00469,USD,98036.64,0.1,1.0
2025-02-28,E04089,New York,Commercial,Sales,SAL,IC5,E04644,USD,156859.86,0.25,1.0
2025-02-28,E04091,Bogotá,Technology,Data & Analytics,DAT,IC4,E04661,COP,180508206.85,0.1,1.0
2025-02-28,E04092,Bogotá,Corporate Services,Legal,LGL,IC3,E02051,COP,156916476.72,0.1,1.0
2025-02-28,E04093,Singapore,Commercial,Account Management,SAL,IC1,E04702,SGD,72574.45,0.25,1.0
